TGNR	code_count	codes	run_accession	sample_accession	experiment_accession	inferred_year	has_medianpeaks	csv_file_count
131185-18	6	0b69ceff-22fe-45c9-bb07-6f3381b1ecd4;54de9d22-3abf-4fb7-aa22-26b72059e44a;56520380-0acc-4cd6-8f6f-5f774e8e3497;642c6145-a804-43d5-bc65-28c44ef76113;8525e3df-8b03-4ea5-bd2a-a33154097585;f19d2699-9130-4e58-b3d1-43aa0aea19a9	ERR10176759	SAMEA111331021	ERX9713228	2018	True	4
131196-18	4	5d5baf48-d1ef-4ffd-ae6a-9b12c17fe337;a81836f2-ef73-4aa7-a419-d3eda2c234e4;a91912d7-95d9-4241-ae7d-e60a8daa189d;efa3904e-0218-450b-88df-e8b4a833a164	ERR10176760	SAMEA111331022	ERX9713229	2018	True	5
131301-18	0		ERR10176761	SAMEA111331023	ERX9713230	2018	True	4
131615-18	4	34686be1-98f5-44a9-9ddd-63fd380c4dfb;34e9b51e-ced5-4e64-8055-e9f2add1acce;5d932607-68df-4194-a314-151ae1e58cd5;b39e6c24-179b-415b-894a-de4758e9d825	ERR10176765	SAMEA111331027	ERX9713234	2018	True	4
131676-18	7	37542279-a906-4b25-b209-d07d62b4e8bc;41294e7c-d687-41fd-80b1-909ec6bc8ff0;42e646b7-2997-42c0-9a85-230f9847df9a;664716eb-5689-4720-8cff-1d0299b7f6e4;6f3353ac-47f5-46cb-a667-49cc21931e06;885fb0b7-0012-4b6d-ba8f-df81ddc36968;9c4e5fbc-2646-4abe-a3f0-74ab6bff737c	ERR10176766	SAMEA111331028	ERX9713235	2018	True	5
132090-18	0		ERR10176769	SAMEA111331031	ERX9713238	2018	True	4
132092-18	0		ERR10176770	SAMEA111331032	ERX9713239	2018	True	4
132258-18	0		ERR10176781	SAMEA111331043	ERX9713250	2018	True	4
132418-18	0		ERR10176782	SAMEA111331044	ERX9713251	2018	True	4
132924-18	0		ERR10176785	SAMEA111331047	ERX9713254	2018	True	4
133117-18	0		ERR10176786	SAMEA111331048	ERX9713255	2018	True	4
133260-18	0		ERR10176787	SAMEA111331049	ERX9713256	2018	True	4
133516-18	0		ERR10176788	SAMEA111331050	ERX9713257	2018	True	4
134321-18	0		ERR10176792	SAMEA111331054	ERX9713261	2018	True	4
134355-18	0		ERR10176793	SAMEA111331055	ERX9713262	2018	True	4
134488-18	0		ERR10176794	SAMEA111331056	ERX9713263	2018	True	4
134955-18	0		ERR10176797	SAMEA111331059	ERX9713266	2018	True	4
135499-18	0		ERR10176799	SAMEA111331061	ERX9713268	2018	True	4
136153-18	0		ERR10176805	SAMEA111331067	ERX9713274	2018	True	4
136401-18	0		ERR10176806	SAMEA111331068	ERX9713275	2018	True	4
137161-18	0		ERR10176808	SAMEA111331070	ERX9713277	2018	True	4
137889-18	0		ERR10176811	SAMEA111331073	ERX9713280	2018	True	4
138129-18	0		ERR10176814	SAMEA111331076	ERX9713283	2018	True	4
138432-18	0		ERR10176815	SAMEA111331077	ERX9713284	2018	True	3
139019-18	0		ERR10176817	SAMEA111331079	ERX9713286	2018	True	4
139097-18	0		ERR10176818	SAMEA111331080	ERX9713287	2018	True	4
139632-18	0		ERR10176819	SAMEA111331081	ERX9713288	2018	True	4
139800-18	0		ERR10176820	SAMEA111331082	ERX9713289	2018	True	4
139819-18	0		ERR10176821	SAMEA111331083	ERX9713290	2018	True	4
139865-18	0		ERR10176822	SAMEA111331084	ERX9713291	2018	True	4
139956-18	0		ERR10176823	SAMEA111331085	ERX9713292	2018	True	4
141318-18	0		ERR10176826	SAMEA111331088	ERX9713295	2018	True	4
141345-18	0		ERR10176827	SAMEA111331089	ERX9713296	2018	True	4
141458-18	0		ERR10176828	SAMEA111331090	ERX9713297	2018	True	6
141714-18	0		ERR10176830	SAMEA111331092	ERX9713299	2018	True	5
141891-18	0		ERR10176832	SAMEA111331094	ERX9713301	2018	True	4
142486-18	0		ERR10176833	SAMEA111331095	ERX9713302	2018	True	4
143357-18	0		ERR10176834	SAMEA111331096	ERX9713303	2018	True	4
143362-18	0		ERR10176835	SAMEA111331097	ERX9713304	2018	True	4
143490-18	0		ERR10176836	SAMEA111331098	ERX9713305	2018	True	4
143736-18	0		ERR10176838	SAMEA111331100	ERX9713307	2018	True	4
145233-18	0		ERR10176839	SAMEA111331101	ERX9713308	2018	True	4
145309-18	0		ERR10176840	SAMEA111331102	ERX9713309	2018	True	4
145804-18	0		ERR10176842	SAMEA111331104	ERX9713311	2018	True	4
145816-18	0		ERR10176843	SAMEA111331105	ERX9713312	2018	True	7
146951-18	0		ERR10176856	SAMEA111331118	ERX9713325	2018	True	4
147404-18	0		ERR10176857	SAMEA111331119	ERX9713326	2018	True	4
147971-18	0		ERR10176858	SAMEA111331120	ERX9713327	2018	True	4
148268-18	0		ERR10176859	SAMEA111331121	ERX9713328	2018	True	4
148801-18	0		ERR10176860	SAMEA111331122	ERX9713329	2018	True	4
150603-18	0		ERR10176861	SAMEA111331123	ERX9713330	2018	True	4
150832-18	0		ERR10176862	SAMEA111331124	ERX9713331	2018	True	4
611445-18	0		ERR10176863	SAMEA111331125	ERX9713332	2018	True	5
700007-19	0		ERR10176482	SAMEA111331126	ERX9712951	2019	True	4
700078-19	0		ERR10176486	SAMEA111331130	ERX9712955	2019	True	4
700365-19	0		ERR10176492	SAMEA111331136	ERX9712961	2019	True	4
700398-19	0		ERR10176493	SAMEA111331137	ERX9712962	2019	True	4
700429-19	0		ERR10176494	SAMEA111331138	ERX9712963	2019	True	4
701650-19	0		ERR10176901	SAMEA111331173	ERX9713370	2019	True	4
701758-19	0		ERR10176908	SAMEA111331180	ERX9713377	2019	True	4
702313-19	0		ERR10176924	SAMEA111331196	ERX9713393	2019	True	4
706907-18	0		ERR10177006	SAMEA111331278	ERX9713475	2018	True	4
707690-18	0		ERR10177009	SAMEA111331281	ERX9713478	2018	True	4
707698-18	0		ERR10177010	SAMEA111331282	ERX9713479	2018	True	4
708294-18	0		ERR10177013	SAMEA111331285	ERX9713482	2018	True	4
708331-18	0		ERR10177014	SAMEA111331286	ERX9713483	2018	True	4
708333-18	0		ERR10177015	SAMEA111331287	ERX9713484	2018	True	4
708938-18	0		ERR10177016	SAMEA111331288	ERX9713485	2018	True	4
709098-18	0		ERR10177017	SAMEA111331289	ERX9713486	2018	True	4
709146-18	0		ERR10177018	SAMEA111331290	ERX9713487	2018	True	4
709204-18	0		ERR10177019	SAMEA111331291	ERX9713488	2018	True	4
709446-18	0		ERR10177020	SAMEA111331292	ERX9713489	2018	True	7
709894-18	0		ERR10177022	SAMEA111331294	ERX9713491	2018	True	4
710569-18	0		ERR10177026	SAMEA111331298	ERX9713495	2018	True	4
711327-18	0		ERR10177053	SAMEA111331325	ERX9713522	2018	True	4
711336-18	0		ERR10177054	SAMEA111331326	ERX9713523	2018	True	4
711402-18	0		ERR10177057	SAMEA111331329	ERX9713526	2018	True	4
711603-18	0		ERR10177066	SAMEA111331338	ERX9713535	2018	True	4
711963-18	0		ERR10177077	SAMEA111331349	ERX9713546	2018	True	4
712166-18	0		ERR10177090	SAMEA111331362	ERX9713559	2018	True	4
712190-18	0		ERR10177093	SAMEA111331365	ERX9713562	2018	True	4
712246-18	4	74204ca4-f826-42bd-8754-5b9308637203;83df2ede-bc2d-4d12-9d75-4402fd86893a;9455037e-e547-4587-b8af-305986f0c321;d87f8f52-aa6b-4ac8-9e33-ba15a57dc6b6	ERR10177095	SAMEA111331367	ERX9713564	2018	True	8
712328-18	4	06a59d8b-4a93-477f-85fc-04dc31a433aa;766b1ead-b019-4d78-aa0e-f43105b62b8d;9afb968c-0943-473e-bee0-ad75a97589f0;9f1528a4-0c88-4027-a608-26320fa05bef	ERR10177102	SAMEA111331374	ERX9713571	2018	True	8
712585-18	0		ERR10177108	SAMEA111331380	ERX9713577	2018	True	4
713440-18	4	99a103ba-bae2-4eeb-b244-f1dc0b63c936;caeff034-21e6-45cb-ba13-0a8d88bcabb2;d483491e-2ec8-4bf5-be94-ad8ac617691b;deca27f0-5167-44f4-a7bd-9cb4e6ed8674	ERR10177149	SAMEA111331421	ERX9713618	2018	True	4
713467-18	5	6be9d102-a492-4c5d-a798-d0746810e872;85444f38-22c8-4784-8c26-e1a1d98fb4c1;c8ab5899-8bd0-447f-a1e2-e1cebd17b5ff;e7778953-5d6d-401c-b043-ca071c792fe8;e8a389ce-3151-4eef-a607-0f8bb6e127ca	ERR10177150	SAMEA111331422	ERX9713619	2018	True	5
713751-18	4	537f5ab4-6260-497c-99d2-c847e88d5d1c;56e1d35e-faaa-4548-972f-801985cded36;728978d6-9c87-417a-a6f5-a1d65b5f5a7b;a798632a-9173-4d66-961c-6f5ad5c02684	ERR10177156	SAMEA111331428	ERX9713625	2018	True	4
713866-18	0		ERR10177158	SAMEA111331430	ERX9713627	2018	True	4
713900-18	4	2e8c2eb0-5136-4952-87ce-efd76778bba3;7430ee27-02bf-4c0a-b3f6-b6bce65210f5;7d2cdbb3-ede2-4846-81b8-6c1c76432061;8f0fa8a0-74db-4155-980c-676d54a5209c	ERR10177161	SAMEA111331433	ERX9713630	2018	True	4
713999-18	6	3641df55-d1b2-4015-a657-3b348d09e468;670eaa25-03a7-4e15-8630-3466a9579c05;99efd03c-f285-48d8-aa9e-be9d6d543a16;af21bd97-20e6-4123-a37a-b6301c37baeb;c10ce9ca-9cf2-4f9f-969b-6865ead6be67;e0b53793-0785-4465-9be2-fa19438b8dd6	ERR10177171	SAMEA111331443	ERX9713640	2018	True	6
714049-18	4	143923ed-c622-47db-9362-93073f4c27ef;64a02219-78d2-40f4-a7d6-a193ee5a12f0;70617267-1c6c-4332-a6fe-93ad8a12f43a;ffb46dfa-fd17-4c15-aee9-8bf6e5c8a798	ERR10177173	SAMEA111331445	ERX9713642	2018	True	4
714140-18	4	6fd53ab6-cccd-4e06-9b02-029b80a8a7f7;8cd73cd7-b73d-4cfd-b71d-e09eda4a1e9b;a33699f9-c37f-429c-bdcc-735481a0d569;bb1c753d-9953-40b1-8ba2-c6950d41354a	ERR10177180	SAMEA111331452	ERX9713649	2018	True	4
714244-18	0		ERR10177184	SAMEA111331456	ERX9713653	2018	True	3
715212-18	0		ERR10177226	SAMEA111331498	ERX9713695	2018	True	4
