archive_path	file_stem	resolved_isolate_id	resolution_method	matches_wgs
csv_median/141891_18_B12.csv	141891_18_B12	141891-18	numeric_tgnr	True
csv_median/123488_18_G2.csv	123488_18_G2	123488-18	numeric_tgnr	True
csv_median/720755_18_B11.csv	720755_18_B11	720755-18	numeric_tgnr	True
csv_median/128632_18_D10.csv	128632_18_D10	128632-18	numeric_tgnr	True
csv_median/721291_18_G4.csv	721291_18_G4	721291-18	numeric_tgnr	True
csv_median/a81836f2_ef73_4aa7_a419_d3eda2c234e4_A4_1.csv	a81836f2_ef73_4aa7_a419_d3eda2c234e4_A4_1	131196-18	uuid_mapped	True
csv_median/720154_18_B11.csv	720154_18_B11	720154-18	numeric_tgnr	True
csv_median/116966_18_F3.csv	116966_18_F3	116966-18	numeric_tgnr	True
csv_median/721513_18_E10.csv	721513_18_E10	721513-18	numeric_tgnr	True
csv_median/720282_18_D6.csv	720282_18_D6	720282-18	numeric_tgnr	True
csv_median/34018c93_4cd8_417b_a845_870265362a74_G2.csv	34018c93_4cd8_417b_a845_870265362a74_G2	129347-18	uuid_mapped	True
csv_median/722798_18_B11.csv	722798_18_B11	722798-18	numeric_tgnr	True
csv_median/709204_18_C7.csv	709204_18_C7	709204-18	numeric_tgnr	True
csv_median/721299_18_E10.csv	721299_18_E10	721299-18	numeric_tgnr	True
csv_median/721211_18_B4.csv	721211_18_B4	721211-18	numeric_tgnr	True
csv_median/721719_18_D12.csv	721719_18_D12	721719-18	numeric_tgnr	True
csv_median/716754_18_E10.csv	716754_18_E10	716754-18	numeric_tgnr	True
csv_median/BTS_Validation_E1_09.csv	BTS_Validation_E1_09	BTS-Validation	unmapped_other	False
csv_median/721260_18_B11.csv	721260_18_B11	721260-18	numeric_tgnr	True
csv_median/721644_18_C3.csv	721644_18_C3	721644-18	numeric_tgnr	True
csv_median/720639_18_E9.csv	720639_18_E9	720639-18	numeric_tgnr	True
csv_median/720268_18_H2.csv	720268_18_H2	720268-18	numeric_tgnr	True
csv_median/100676_19_E8.csv	100676_19_E8	100676-19	numeric_tgnr	True
csv_median/127084_18_H8.csv	127084_18_H8	127084-18	numeric_tgnr	True
csv_median/139019_18_A5.csv	139019_18_A5	139019-18	numeric_tgnr	True
csv_median/721003_18_H7.csv	721003_18_H7	721003-18	numeric_tgnr	True
csv_median/34e9b51e_ced5_4e64_8055_e9f2add1acce_G11.csv	34e9b51e_ced5_4e64_8055_e9f2add1acce_G11	131615-18	uuid_mapped	True
csv_median/8525e3df_8b03_4ea5_bd2a_a33154097585_A6.csv	8525e3df_8b03_4ea5_bd2a_a33154097585_A6	131185-18	uuid_mapped	True
csv_median/707698_18_G9.csv	707698_18_G9	707698-18	numeric_tgnr	True
csv_median/145804_18_B10.csv	145804_18_B10	145804-18	numeric_tgnr	True
csv_median/722018_18_G6.csv	722018_18_G6	722018-18	numeric_tgnr	True
csv_median/713866_18_A12.csv	713866_18_A12	713866-18	numeric_tgnr	True
csv_median/720212_18_E12.csv	720212_18_E12	720212-18	numeric_tgnr	True
csv_median/139097_18_B2.csv	139097_18_B2	139097-18	numeric_tgnr	True
csv_median/117796_18_A4.csv	117796_18_A4	117796-18	numeric_tgnr	True
csv_median/717194_18_A10.csv	717194_18_A10	717194-18	numeric_tgnr	True
csv_median/120569_18_B6.csv	120569_18_B6	120569-18	numeric_tgnr	True
csv_median/720289_18_G11.csv	720289_18_G11	720289-18	numeric_tgnr	True
csv_median/720253_18_A3.csv	720253_18_A3	720253-18	numeric_tgnr	True
csv_median/125062_18_C9.csv	125062_18_C9	125062-18	numeric_tgnr	True
csv_median/720223_18_C10.csv	720223_18_C10	720223-18	numeric_tgnr	True
csv_median/127390_18_D4.csv	127390_18_D4	127390-18	numeric_tgnr	True
csv_median/717194_18_A12.csv	717194_18_A12	717194-18	numeric_tgnr	True
csv_median/118504_18_C5.csv	118504_18_C5	118504-18	numeric_tgnr	True
csv_median/721001_18_H2.csv	721001_18_H2	721001-18	numeric_tgnr	True
csv_median/721474_18_E7.csv	721474_18_E7	721474-18	numeric_tgnr	True
csv_median/131301_18_A5.csv	131301_18_A5	131301-18	numeric_tgnr	True
csv_median/dd561844_4ae2_4410_8521_a13c082fbcba_H2.csv	dd561844_4ae2_4410_8521_a13c082fbcba_H2	130852-18	uuid_mapped	True
csv_median/720282_18_D7.csv	720282_18_D7	720282-18	numeric_tgnr	True
csv_median/721003_18_H8.csv	721003_18_H8	721003-18	numeric_tgnr	True
csv_median/117412_18_B5.csv	117412_18_B5	117412-18	numeric_tgnr	True
csv_median/af21bd97_20e6_4123_a37a_b6301c37baeb_H4.csv	af21bd97_20e6_4123_a37a_b6301c37baeb_H4	713999-18	uuid_mapped	True
csv_median/720635_18_A12.csv	720635_18_A12	720635-18	numeric_tgnr	True
csv_median/720890_18_G3.csv	720890_18_G3	720890-18	numeric_tgnr	True
csv_median/721379_18_G9.csv	721379_18_G9	721379-18	numeric_tgnr	True
csv_median/104977_19_H5.csv	104977_19_H5	104977-19	numeric_tgnr	True
csv_median/721304_18_D11.csv	721304_18_D11	721304-18	numeric_tgnr	True
csv_median/BTS_Validation_E1_10.csv	BTS_Validation_E1_10	BTS-Validation	unmapped_other	False
csv_median/150832_18_B5.csv	150832_18_B5	150832-18	numeric_tgnr	True
csv_median/116966_18_F1.csv	116966_18_F1	116966-18	numeric_tgnr	True
csv_median/105436_19_G9.csv	105436_19_G9	105436-19	numeric_tgnr	True
csv_median/719857_18_A1.csv	719857_18_A1	719857-18	numeric_tgnr	True
csv_median/702313_19_H4.csv	702313_19_H4	702313-19	numeric_tgnr	True
csv_median/719846_18_B5.csv	719846_18_B5	719846-18	numeric_tgnr	True
csv_median/716390_18_F11.csv	716390_18_F11	716390-18	numeric_tgnr	True
csv_median/720012_18_C2.csv	720012_18_C2	720012-18	numeric_tgnr	True
csv_median/720729_18_D7.csv	720729_18_D7	720729-18	numeric_tgnr	True
csv_median/721304_18_D9.csv	721304_18_D9	721304-18	numeric_tgnr	True
csv_median/720902_18_E11.csv	720902_18_E11	720902-18	numeric_tgnr	True
csv_median/102832_19_E10.csv	102832_19_E10	102832-19	numeric_tgnr	True
csv_median/709098_18_A1.csv	709098_18_A1	709098-18	numeric_tgnr	True
csv_median/720053_18_E10.csv	720053_18_E10	720053-18	numeric_tgnr	True
csv_median/720282_18_D5.csv	720282_18_D5	720282-18	numeric_tgnr	True
csv_median/721894_18_G10.csv	721894_18_G10	721894-18	numeric_tgnr	True
csv_median/720274_18_A6.csv	720274_18_A6	720274-18	numeric_tgnr	True
csv_median/2e8c2eb0_5136_4952_87ce_efd76778bba3_F12.csv	2e8c2eb0_5136_4952_87ce_efd76778bba3_F12	713900-18	uuid_mapped	True
csv_median/720237_18_D10.csv	720237_18_D10	720237-18	numeric_tgnr	True
csv_median/719590_18_G7.csv	719590_18_G7	719590-18	numeric_tgnr	True
csv_median/720857_18_F8.csv	720857_18_F8	720857-18	numeric_tgnr	True
csv_median/2019_02_21T14_01_57_E2_7.csv	2019_02_21T14_01_57_E2_7	2019-02-21T14-01-57	unmapped_other	False
csv_median/714244_18_B9.csv	714244_18_B9	714244-18	numeric_tgnr	True
csv_median/720239_18_D6.csv	720239_18_D6	720239-18	numeric_tgnr	True
csv_median/721197_18_B7_1.csv	721197_18_B7_1	721197-18	numeric_tgnr	True
csv_median/719892_18_F7.csv	719892_18_F7	719892-18	numeric_tgnr	True
csv_median/720581_18_F11.csv	720581_18_F11	720581-18	numeric_tgnr	True
csv_median/711603_18_F3.csv	711603_18_F3	711603-18	numeric_tgnr	True
csv_median/720003_18_A11.csv	720003_18_A11	720003-18	numeric_tgnr	True
csv_median/611445_18_C1.csv	611445_18_C1	611445-18	numeric_tgnr	True
csv_median/BTS_Validation_E3_03.csv	BTS_Validation_E3_03	BTS-Validation	unmapped_other	False
csv_median/105252_19_A5.csv	105252_19_A5	105252-19	numeric_tgnr	True
csv_median/720636_18_B5.csv	720636_18_B5	720636-18	numeric_tgnr	True
csv_median/721147_18_D5.csv	721147_18_D5	721147-18	numeric_tgnr	True
csv_median/720602_18_C10.csv	720602_18_C10	720602-18	numeric_tgnr	True
csv_median/721786_18_F12.csv	721786_18_F12	721786-18	numeric_tgnr	True
csv_median/2019_02_21T13_13_10_E2_5.csv	2019_02_21T13_13_10_E2_5	2019-02-21T13-13-10	unmapped_other	False
csv_median/721705_18_F1.csv	721705_18_F1	721705-18	numeric_tgnr	True
csv_median/721467_18_C9.csv	721467_18_C9	721467-18	numeric_tgnr	True
csv_median/719994_18_H4.csv	719994_18_H4	719994-18	numeric_tgnr	True
csv_median/721794_18_G12.csv	721794_18_G12	721794-18	numeric_tgnr	True
csv_median/115450_18_C12.csv	115450_18_C12	115450-18	numeric_tgnr	True
csv_median/721943_18_C1.csv	721943_18_C1	721943-18	numeric_tgnr	True
csv_median/720214_18_E5.csv	720214_18_E5	720214-18	numeric_tgnr	True
csv_median/116096_18_E12.csv	116096_18_E12	116096-18	numeric_tgnr	True
csv_median/721656_18_H4.csv	721656_18_H4	721656-18	numeric_tgnr	True
csv_median/721681_18_E12.csv	721681_18_E12	721681-18	numeric_tgnr	True
csv_median/147971_18_G7.csv	147971_18_G7	147971-18	numeric_tgnr	True
csv_median/700429_19_B12.csv	700429_19_B12	700429-19	numeric_tgnr	True
csv_median/125062_18_C12.csv	125062_18_C12	125062-18	numeric_tgnr	True
csv_median/721536_18_D2.csv	721536_18_D2	721536-18	numeric_tgnr	True
csv_median/104005_19_G8.csv	104005_19_G8	104005-19	numeric_tgnr	True
csv_median/721899_18_H4.csv	721899_18_H4	721899-18	numeric_tgnr	True
csv_median/720239_18_D8.csv	720239_18_D8	720239-18	numeric_tgnr	True
csv_median/105056_19_G10.csv	105056_19_G10	105056-19	numeric_tgnr	True
csv_median/148801_18_F6.csv	148801_18_F6	148801-18	numeric_tgnr	True
csv_median/721596_18_G4.csv	721596_18_G4	721596-18	numeric_tgnr	True
csv_median/721985_18_D11.csv	721985_18_D11	721985-18	numeric_tgnr	True
csv_median/d18d4918_0124_41aa_bba8_05b36d5195f2_A9.csv	d18d4918_0124_41aa_bba8_05b36d5195f2_A9	130949-18	uuid_mapped	True
csv_median/145233_18_C7.csv	145233_18_C7	145233-18	numeric_tgnr	True
csv_median/719843_18_B10.csv	719843_18_B10	719843-18	numeric_tgnr	True
csv_median/720300_18_C10.csv	720300_18_C10	720300-18	numeric_tgnr	True
csv_median/120507_18_G10.csv	120507_18_G10	120507-18	numeric_tgnr	True
csv_median/133516_18_E9.csv	133516_18_E9	133516-18	numeric_tgnr	True
csv_median/120706_1_18_B12.csv	120706_1_18_B12	120706-1-18	numeric_tgnr	True
csv_median/720033_18_F2.csv	720033_18_F2	720033-18	numeric_tgnr	True
csv_median/115366_18_B11.csv	115366_18_B11	115366-18	numeric_tgnr	True
csv_median/145233_18_C8.csv	145233_18_C8	145233-18	numeric_tgnr	True
csv_median/125172_18_C2.csv	125172_18_C2	125172-18	numeric_tgnr	True
csv_median/721189_18_F1.csv	721189_18_F1	721189-18	numeric_tgnr	True
csv_median/719349_18_A8_3.csv	719349_18_A8_3	719349-18	numeric_tgnr	True
csv_median/BTS_Validation_E3_09.csv	BTS_Validation_E3_09	BTS-Validation	unmapped_other	False
csv_median/2019_02_21T14_34_10_E2_3.csv	2019_02_21T14_34_10_E2_3	2019-02-21T14-34-10	unmapped_other	False
csv_median/6af4af48_456e_4d9a_80d9_9d781499d4a8_C7.csv	6af4af48_456e_4d9a_80d9_9d781499d4a8_C7	127354-18	uuid_mapped	True
csv_median/720894_18_B2.csv	720894_18_B2	720894-18	numeric_tgnr	True
csv_median/720214_18_E6.csv	720214_18_E6	720214-18	numeric_tgnr	True
csv_median/2019_02_21T13_13_10_E2_7.csv	2019_02_21T13_13_10_E2_7	2019-02-21T13-13-10	unmapped_other	False
csv_median/145816_18_B3_1.csv	145816_18_B3_1	145816-18	numeric_tgnr	True
csv_median/722009_18_F11.csv	722009_18_F11	722009-18	numeric_tgnr	True
csv_median/720253_18_A1.csv	720253_18_A1	720253-18	numeric_tgnr	True
csv_median/720902_18_E10.csv	720902_18_E10	720902-18	numeric_tgnr	True
csv_median/5d5baf48_d1ef_4ffd_ae6a_9b12c17fe337_A3.csv	5d5baf48_d1ef_4ffd_ae6a_9b12c17fe337_A3	131196-18	uuid_mapped	True
csv_median/709446_18_E12.csv	709446_18_E12	709446-18	numeric_tgnr	True
csv_median/118653_18_D3.csv	118653_18_D3	118653-18	numeric_tgnr	True
csv_median/720762_18_B2.csv	720762_18_B2	720762-18	numeric_tgnr	True
csv_median/708294_18_E12.csv	708294_18_E12	708294-18	numeric_tgnr	True
csv_median/721789_18_G4.csv	721789_18_G4	721789-18	numeric_tgnr	True
csv_median/721293_18_G5.csv	721293_18_G5	721293-18	numeric_tgnr	True
csv_median/721656_18_H2.csv	721656_18_H2	721656-18	numeric_tgnr	True
csv_median/717644_18_C4.csv	717644_18_C4	717644-18	numeric_tgnr	True
csv_median/721260_18_B12.csv	721260_18_B12	721260-18	numeric_tgnr	True
csv_median/721641_18_B9.csv	721641_18_B9	721641-18	numeric_tgnr	True
csv_median/720135_18_G5.csv	720135_18_G5	720135-18	numeric_tgnr	True
csv_median/141458_18_B7.csv	141458_18_B7	141458-18	numeric_tgnr	True
csv_median/721454_18_C3.csv	721454_18_C3	721454-18	numeric_tgnr	True
csv_median/125859_18_E10.csv	125859_18_E10	125859-18	numeric_tgnr	True
csv_median/720606_18_E9.csv	720606_18_E9	720606-18	numeric_tgnr	True
csv_median/115325_18_B3.csv	115325_18_B3	115325-18	numeric_tgnr	True
csv_median/721759_18_A3.csv	721759_18_A3	721759-18	numeric_tgnr	True
csv_median/720636_18_B6.csv	720636_18_B6	720636-18	numeric_tgnr	True
csv_median/721956_18_B12.csv	721956_18_B12	721956-18	numeric_tgnr	True
csv_median/139819_18_D4.csv	139819_18_D4	139819-18	numeric_tgnr	True
csv_median/118504_18_C8.csv	118504_18_C8	118504-18	numeric_tgnr	True
csv_median/722706_18_B1.csv	722706_18_B1	722706-18	numeric_tgnr	True
csv_median/720212_18_E11.csv	720212_18_E11	720212-18	numeric_tgnr	True
csv_median/116967_18_F7.csv	116967_18_F7	116967-18	numeric_tgnr	True
csv_median/127084_18_H6.csv	127084_18_H6	127084-18	numeric_tgnr	True
csv_median/117243_18_E8.csv	117243_18_E8	117243-18	numeric_tgnr	True
csv_median/720177_18_B4.csv	720177_18_B4	720177-18	numeric_tgnr	True
csv_median/139819_18_D3.csv	139819_18_D3	139819-18	numeric_tgnr	True
csv_median/141458_18_B5.csv	141458_18_B5	141458-18	numeric_tgnr	True
csv_median/2019_02_21T14_29_58_E1_7.csv	2019_02_21T14_29_58_E1_7	2019-02-21T14-29-58	unmapped_other	False
csv_median/125338_18_H1.csv	125338_18_H1	125338-18	numeric_tgnr	True
csv_median/85444f38_22c8_4784_8c26_e1a1d98fb4c1_D1.csv	85444f38_22c8_4784_8c26_e1a1d98fb4c1_D1	713467-18	uuid_mapped	True
csv_median/116961_18_G1.csv	116961_18_G1	116961-18	numeric_tgnr	True
csv_median/caeff034_21e6_45cb_ba13_0a8d88bcabb2_C2.csv	caeff034_21e6_45cb_ba13_0a8d88bcabb2_C2	713440-18	uuid_mapped	True
csv_median/721792_18_G8.csv	721792_18_G8	721792-18	numeric_tgnr	True
csv_median/105436_19_G11.csv	105436_19_G11	105436-19	numeric_tgnr	True
csv_median/721379_18_G10.csv	721379_18_G10	721379-18	numeric_tgnr	True
csv_median/120507_18_G12.csv	120507_18_G12	120507-18	numeric_tgnr	True
csv_median/717617_18_C10.csv	717617_18_C10	717617-18	numeric_tgnr	True
csv_median/720307_18_D3.csv	720307_18_D3	720307-18	numeric_tgnr	True
csv_median/721402_18_A1.csv	721402_18_A1	721402-18	numeric_tgnr	True
csv_median/720844_18_E8.csv	720844_18_E8	720844-18	numeric_tgnr	True
csv_median/103864_19_G6.csv	103864_19_G6	103864-19	numeric_tgnr	True
csv_median/136153_18_D1.csv	136153_18_D1	136153-18	numeric_tgnr	True
csv_median/102832_19_E9.csv	102832_19_E9	102832-19	numeric_tgnr	True
csv_median/2019_02_21T14_34_10_E2_2.csv	2019_02_21T14_34_10_E2_2	2019-02-21T14-34-10	unmapped_other	False
csv_median/709446_18_D11.csv	709446_18_D11	709446-18	numeric_tgnr	True
csv_median/720834_18_C11.csv	720834_18_C11	720834-18	numeric_tgnr	True
csv_median/720919_18_G5.csv	720919_18_G5	720919-18	numeric_tgnr	True
csv_median/710569_18_H1.csv	710569_18_H1	710569-18	numeric_tgnr	True
csv_median/720753_18_B6.csv	720753_18_B6	720753-18	numeric_tgnr	True
csv_median/720282_18_D8.csv	720282_18_D8	720282-18	numeric_tgnr	True
csv_median/721513_18_E12.csv	721513_18_E12	721513-18	numeric_tgnr	True
csv_median/119247_18_F3.csv	119247_18_F3	119247-18	numeric_tgnr	True
csv_median/719831_18_B1.csv	719831_18_B1	719831-18	numeric_tgnr	True
csv_median/721757_18_H6.csv	721757_18_H6	721757-18	numeric_tgnr	True
csv_median/721975_18_D1.csv	721975_18_D1	721975-18	numeric_tgnr	True
csv_median/148268_18_F9.csv	148268_18_F9	148268-18	numeric_tgnr	True
csv_median/720876_18_G12.csv	720876_18_G12	720876-18	numeric_tgnr	True
csv_median/721264_18_A11.csv	721264_18_A11	721264-18	numeric_tgnr	True
csv_median/721955_18_H1.csv	721955_18_H1	721955-18	numeric_tgnr	True
csv_median/128541_18_E7.csv	128541_18_E7	128541-18	numeric_tgnr	True
csv_median/147404_18_E8.csv	147404_18_E8	147404-18	numeric_tgnr	True
csv_median/720223_18_A9.csv	720223_18_A9	720223-18	numeric_tgnr	True
csv_median/720707_18_F8.csv	720707_18_F8	720707-18	numeric_tgnr	True
csv_median/2019_02_21T14_34_10_E2_7.csv	2019_02_21T14_34_10_E2_7	2019-02-21T14-34-10	unmapped_other	False
csv_median/721474_18_E8.csv	721474_18_E8	721474-18	numeric_tgnr	True
csv_median/715285_18_H8.csv	715285_18_H8	715285-18	numeric_tgnr	True
csv_median/720989_18_E5.csv	720989_18_E5	720989-18	numeric_tgnr	True
csv_median/720931_18_F7.csv	720931_18_F7	720931-18	numeric_tgnr	True
csv_median/720661_18_H4.csv	720661_18_H4	720661-18	numeric_tgnr	True
csv_median/719996_18_H8.csv	719996_18_H8	719996-18	numeric_tgnr	True
csv_median/145804_18_B9.csv	145804_18_B9	145804-18	numeric_tgnr	True
csv_median/720965_18_B7.csv	720965_18_B7	720965-18	numeric_tgnr	True
csv_median/719895_18_F1.csv	719895_18_F1	719895-18	numeric_tgnr	True
csv_median/127052_18_A6.csv	127052_18_A6	127052-18	numeric_tgnr	True
csv_median/721553_18_D9.csv	721553_18_D9	721553-18	numeric_tgnr	True
csv_median/123488_18_G3.csv	123488_18_G3	123488-18	numeric_tgnr	True
csv_median/717551_18_A2.csv	717551_18_A2	717551-18	numeric_tgnr	True
csv_median/717604_18_A3.csv	717604_18_A3	717604-18	numeric_tgnr	True
csv_median/41294e7c_d687_41fd_80b1_909ec6bc8ff0_G3.csv	41294e7c_d687_41fd_80b1_909ec6bc8ff0_G3	131676-18	uuid_mapped	True
csv_median/719831_18_B3.csv	719831_18_B3	719831-18	numeric_tgnr	True
csv_median/139800_18_C8.csv	139800_18_C8	139800-18	numeric_tgnr	True
csv_median/721680_18_E7.csv	721680_18_E7	721680-18	numeric_tgnr	True
csv_median/611445_18_C4_2.csv	611445_18_C4_2	611445-18	numeric_tgnr	True
csv_median/720933_18_F12.csv	720933_18_F12	720933-18	numeric_tgnr	True
csv_median/118828_18_D10.csv	118828_18_D10	118828-18	numeric_tgnr	True
csv_median/BTS_Validation_E3_08.csv	BTS_Validation_E3_08	BTS-Validation	unmapped_other	False
csv_median/e8a389ce_3151_4eef_a607_0f8bb6e127ca_D4.csv	e8a389ce_3151_4eef_a607_0f8bb6e127ca_D4	713467-18	uuid_mapped	True
csv_median/145309_18_C3.csv	145309_18_C3	145309-18	numeric_tgnr	True
csv_median/721536_18_D1.csv	721536_18_D1	721536-18	numeric_tgnr	True
csv_median/721272_18_F12.csv	721272_18_F12	721272-18	numeric_tgnr	True
csv_median/708938_18_G1.csv	708938_18_G1	708938-18	numeric_tgnr	True
csv_median/720100_18_F9.csv	720100_18_F9	720100-18	numeric_tgnr	True
csv_median/719349_18_A6_1.csv	719349_18_A6_1	719349-18	numeric_tgnr	True
csv_median/720812_18_D6.csv	720812_18_D6	720812-18	numeric_tgnr	True
csv_median/126622_18_B3.csv	126622_18_B3	126622-18	numeric_tgnr	True
csv_median/721596_18_G3.csv	721596_18_G3	721596-18	numeric_tgnr	True
csv_median/721159_18_C6.csv	721159_18_C6	721159-18	numeric_tgnr	True
csv_median/717644_18_C3.csv	717644_18_C3	717644-18	numeric_tgnr	True
csv_median/721272_18_F11.csv	721272_18_F11	721272-18	numeric_tgnr	True
csv_median/721662_18_H5.csv	721662_18_H5	721662-18	numeric_tgnr	True
csv_median/146951_18_D4.csv	146951_18_D4	146951-18	numeric_tgnr	True
csv_median/121498_18_D3.csv	121498_18_D3	121498-18	numeric_tgnr	True
csv_median/719892_18_F5.csv	719892_18_F5	719892-18	numeric_tgnr	True
csv_median/722099_18_B12.csv	722099_18_B12	722099-18	numeric_tgnr	True
csv_median/485d1cec_1770_486b_9f8c_8ed35b4ea9d9_C6.csv	485d1cec_1770_486b_9f8c_8ed35b4ea9d9_C6	127354-18	uuid_mapped	True
csv_median/720299_18_B10.csv	720299_18_B10	720299-18	numeric_tgnr	True
csv_median/127487_18_A1.csv	127487_18_A1	127487-18	numeric_tgnr	True
csv_median/715285_18_H7.csv	715285_18_H7	715285-18	numeric_tgnr	True
csv_median/721294_18_A4.csv	721294_18_A4	721294-18	numeric_tgnr	True
csv_median/118557_18_E6.csv	118557_18_E6	118557-18	numeric_tgnr	True
csv_median/c11f680b_a784_4190_9fcf_5fdb79023fff_C7.csv	c11f680b_a784_4190_9fcf_5fdb79023fff_C7	130260-18	uuid_mapped	True
csv_median/719996_18_H7.csv	719996_18_H7	719996-18	numeric_tgnr	True
csv_median/118504_18_C7.csv	118504_18_C7	118504-18	numeric_tgnr	True
csv_median/718877_18_E7.csv	718877_18_E7	718877-18	numeric_tgnr	True
csv_median/721961_18_C2.csv	721961_18_C2	721961-18	numeric_tgnr	True
csv_median/721985_18_D12.csv	721985_18_D12	721985-18	numeric_tgnr	True
csv_median/721595_18_F12.csv	721595_18_F12	721595-18	numeric_tgnr	True
csv_median/721186_18_E9.csv	721186_18_E9	721186-18	numeric_tgnr	True
csv_median/721334_18_C4.csv	721334_18_C4	721334-18	numeric_tgnr	True
csv_median/721294_18_A2.csv	721294_18_A2	721294-18	numeric_tgnr	True
csv_median/2019_02_21T14_29_58_E1_9.csv	2019_02_21T14_29_58_E1_9	2019-02-21T14-29-58	unmapped_other	False
csv_median/721759_18_A2.csv	721759_18_A2	721759-18	numeric_tgnr	True
csv_median/720950_18_C6.csv	720950_18_C6	720950-18	numeric_tgnr	True
csv_median/721961_18_C1.csv	721961_18_C1	721961-18	numeric_tgnr	True
csv_median/720592_18_E6.csv	720592_18_E6	720592-18	numeric_tgnr	True
csv_median/720812_18_D7.csv	720812_18_D7	720812-18	numeric_tgnr	True
csv_median/127487_18_A2.csv	127487_18_A2	127487-18	numeric_tgnr	True
csv_median/34686be1_98f5_44a9_9ddd_63fd380c4dfb_G9.csv	34686be1_98f5_44a9_9ddd_63fd380c4dfb_G9	131615-18	uuid_mapped	True
csv_median/721264_18_A12.csv	721264_18_A12	721264-18	numeric_tgnr	True
csv_median/711963_18_B7.csv	711963_18_B7	711963-18	numeric_tgnr	True
csv_median/132258_18_C8.csv	132258_18_C8	132258-18	numeric_tgnr	True
csv_median/720829_18_C7.csv	720829_18_C7	720829-18	numeric_tgnr	True
csv_median/2019_02_21T14_04_15_E2_2.csv	2019_02_21T14_04_15_E2_2	2019-02-21T14-04-15	unmapped_other	False
csv_median/720268_18_H4.csv	720268_18_H4	720268-18	numeric_tgnr	True
csv_median/700365_19_C8.csv	700365_19_C8	700365-19	numeric_tgnr	True
csv_median/124696_18_E6.csv	124696_18_E6	124696-18	numeric_tgnr	True
csv_median/134955_18_G8.csv	134955_18_G8	134955-18	numeric_tgnr	True
csv_median/720289_18_G10.csv	720289_18_G10	720289-18	numeric_tgnr	True
csv_median/719857_18_A2.csv	719857_18_A2	719857-18	numeric_tgnr	True
csv_median/720555_18_F6.csv	720555_18_F6	720555-18	numeric_tgnr	True
csv_median/130059_18_G6.csv	130059_18_G6	130059-18	numeric_tgnr	True
csv_median/122060_18_E11.csv	122060_18_E11	122060-18	numeric_tgnr	True
csv_median/719996_18_H5.csv	719996_18_H5	719996-18	numeric_tgnr	True
csv_median/712166_18_A1.csv	712166_18_A1	712166-18	numeric_tgnr	True
csv_median/720724_18_D2.csv	720724_18_D2	720724-18	numeric_tgnr	True
csv_median/711327_18_D1.csv	711327_18_D1	711327-18	numeric_tgnr	True
csv_median/711603_18_F1.csv	711603_18_F1	711603-18	numeric_tgnr	True
csv_median/123940_18_A12.csv	123940_18_A12	123940-18	numeric_tgnr	True
csv_median/719349_18_A8_1.csv	719349_18_A8_1	719349-18	numeric_tgnr	True
csv_median/721773_18_A7.csv	721773_18_A7	721773-18	numeric_tgnr	True
csv_median/720919_18_G7.csv	720919_18_G7	720919-18	numeric_tgnr	True
csv_median/720953_18_C11.csv	720953_18_C11	720953-18	numeric_tgnr	True
csv_median/721428_18_A7.csv	721428_18_A7	721428-18	numeric_tgnr	True
csv_median/708333_18_D7.csv	708333_18_D7	708333-18	numeric_tgnr	True
csv_median/721786_18_F9.csv	721786_18_F9	721786-18	numeric_tgnr	True
csv_median/133516_18_E12.csv	133516_18_E12	133516-18	numeric_tgnr	True
csv_median/708333_18_D8.csv	708333_18_D8	708333-18	numeric_tgnr	True
csv_median/116961_18_G3.csv	116961_18_G3	116961-18	numeric_tgnr	True
csv_median/721943_18_A12.csv	721943_18_A12	721943-18	numeric_tgnr	True
csv_median/8f0fa8a0_74db_4155_980c_676d54a5209c_F9.csv	8f0fa8a0_74db_4155_980c_676d54a5209c_F9	713900-18	uuid_mapped	True
csv_median/BTS_Validation_E3_14.csv	BTS_Validation_E3_14	BTS-Validation	unmapped_other	False
csv_median/146951_18_D2.csv	146951_18_D2	146951-18	numeric_tgnr	True
csv_median/720606_18_E11.csv	720606_18_E11	720606-18	numeric_tgnr	True
csv_median/721299_18_G4.csv	721299_18_G4	721299-18	numeric_tgnr	True
csv_median/720933_18_F10.csv	720933_18_F10	720933-18	numeric_tgnr	True
csv_median/720223_18_A11.csv	720223_18_A11	720223-18	numeric_tgnr	True
csv_median/715212_18_B1.csv	715212_18_B1	715212-18	numeric_tgnr	True
csv_median/721773_18_A5.csv	721773_18_A5	721773-18	numeric_tgnr	True
csv_median/720950_18_C5.csv	720950_18_C5	720950-18	numeric_tgnr	True
csv_median/124121_18_A6.csv	124121_18_A6	124121-18	numeric_tgnr	True
csv_median/100223_19_F2.csv	100223_19_F2	100223-19	numeric_tgnr	True
csv_median/721293_18_G7.csv	721293_18_G7	721293-18	numeric_tgnr	True
csv_median/721373_18_F11.csv	721373_18_F11	721373-18	numeric_tgnr	True
csv_median/720729_18_D5.csv	720729_18_D5	720729-18	numeric_tgnr	True
csv_median/721600_18_B2.csv	721600_18_B2	721600-18	numeric_tgnr	True
csv_median/720857_18_F7.csv	720857_18_F7	720857-18	numeric_tgnr	True
csv_median/102689_19_C12.csv	102689_19_C12	102689-19	numeric_tgnr	True
csv_median/721950_18_G9.csv	721950_18_G9	721950-18	numeric_tgnr	True
csv_median/720844_18_E7.csv	720844_18_E7	720844-18	numeric_tgnr	True
