site,organism,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob,mean_prob_r,mean_prob_s,background_known_count,background_resistant_count,adequacy_label,interpretation
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,1,0,1,,0.481998,,0.481998,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,6,5,1,0,0.310045,0.235402,0.683258,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,14,0,14,,0.109767,,0.109767,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,109,0,109,,0.138767,,0.138767,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,12,0,12,,0.147298,,0.147298,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,3,0,3,,0.0121846,,0.0121846,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,1,1,0,,0.0262536,0.0262536,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden,0,124,0,124,,0.167947,,0.167947,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden,1,20,0,20,,0.156303,,0.156303,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden,2,23,1,22,0.954545,0.350385,0.751579,0.332149,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden,3,8,7,1,0.428571,0.207333,0.204322,0.228404,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden,4,4,3,1,0.666667,0.134431,0.137329,0.125737,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden,5,34,34,0,,0.483609,0.483609,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden_bin,multi,69,45,24,0.580556,0.386927,0.423034,0.319226,5,2,interpretable,borderline_in_stratum
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden_bin,none,124,0,124,,0.167947,,0.167947,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,background_resistance_burden_bin,single,20,0,20,,0.156303,,0.156303,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,34,34,0,,0.483609,0.483609,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=R,1,0,1,,0.125737,,0.125737,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,1,0,1,,0.228404,,0.228404,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,20,0,20,,0.34012,,0.34012,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,2,0,2,,0.252444,,0.252444,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,2,2,0,,0.18718,0.18718,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,2,2,0,,0.0107312,0.0107312,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,5,0,5,,0.102164,,0.102164,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,1,0,1,,0.567664,,0.567664,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,5,5,0,,0.281759,0.281759,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,1,1,0,,0.751579,0.751579,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,14,0,14,,0.146256,,0.146256,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,109,0,109,,0.169751,,0.169751,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,12,0,12,,0.188918,,0.188918,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,3,0,3,,0.0185035,,0.0185035,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,1,1,0,,0.0376266,0.0376266,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden,0,124,0,124,,0.239529,,0.239529,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden,1,20,0,20,,0.241776,,0.241776,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden,2,23,1,22,0.909091,0.452845,0.848356,0.434868,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden,3,8,7,1,0.428571,0.29759,0.287348,0.369281,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden,4,4,3,1,0.666667,0.20851,0.20549,0.21757,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden,5,34,34,0,,0.597598,0.597598,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,multi,69,45,24,0.597222,0.492008,0.528769,0.423081,5,2,interpretable,borderline_in_stratum
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,none,124,0,124,,0.239529,,0.239529,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,single,20,0,20,,0.241776,,0.241776,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,34,34,0,,0.597598,0.597598,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,1,0,1,,0.21757,,0.21757,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,1,0,1,,0.369281,,0.369281,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,20,0,20,,0.439717,,0.439717,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,2,0,2,,0.386379,,0.386379,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,2,2,0,,0.272852,0.272852,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,2,2,0,,0.0188326,0.0188326,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,5,0,5,,0.152068,,0.152068,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,1,0,1,,0.726553,,0.726553,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,5,5,0,,0.394754,0.394754,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,1,1,0,,0.848356,0.848356,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,14,0,14,,0.239188,,0.239188,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,109,0,109,,0.241895,,0.241895,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,12,0,12,,0.269636,,0.269636,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,3,0,3,,0.0331298,,0.0331298,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,1,1,0,,0.0707665,0.0707665,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden,0,124,0,124,,0.347983,,0.347983,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden,1,42,22,20,0.7,0.463629,0.556798,0.361143,5,1,interpretable,signal_retained_in_stratum
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden,2,1,1,0,,0.50144,0.50144,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden,3,2,1,1,0,0.583423,0.321235,0.845611,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden,4,7,0,7,,0.31483,,0.31483,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden,5,36,34,2,0.735294,0.694084,0.704877,0.510604,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,multi,46,36,10,0.755556,0.627372,0.688569,0.407063,5,5,interpretable,signal_retained_in_stratum
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,none,124,0,124,,0.347983,,0.347983,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,single,42,22,20,0.7,0.463629,0.556798,0.361143,5,1,interpretable,signal_retained_in_stratum
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,36,34,2,0.735294,0.694084,0.704877,0.510604,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,2,0,2,,0.0441072,,0.0441072,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,1,1,0,,0.321235,0.321235,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,1,1,0,,0.50144,0.50144,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,25,20,5,0.86,0.478009,0.544505,0.212023,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,3,2,1,0.5,0.715334,0.679719,0.786563,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,5,0,5,,0.423119,,0.423119,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,1,0,1,,0.845611,,0.845611,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,14,0,14,,0.384013,,0.384013,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,109,0,109,,0.348224,,0.348224,5,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,12,0,12,,0.415915,,0.415915,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,3,0,3,,0.0675065,,0.0675065,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden,0,127,6,121,0.436639,0.348666,0.284625,0.351842,5,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden,1,36,22,14,0.649351,0.497999,0.567567,0.388676,5,1,interpretable,signal_retained_in_stratum
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden,2,1,1,0,,0.526748,0.526748,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden,3,4,3,1,0,0.305094,0.114444,0.877042,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden,4,8,3,5,0.533333,0.399594,0.393869,0.403028,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden,5,34,34,0,,0.720821,0.720821,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden_bin,multi,47,41,6,0.642276,0.626634,0.647795,0.482031,5,5,interpretable,signal_retained_in_stratum
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden_bin,none,127,6,121,0.436639,0.348666,0.284625,0.351842,5,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-B,Escherichia coli,Norfloxacin,background_resistance_burden_bin,single,36,22,14,0.649351,0.497999,0.567567,0.388676,5,1,interpretable,signal_retained_in_stratum
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,34,34,0,,0.720821,0.720821,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,1,1,0,,0.29042,0.29042,,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,1,1,0,,0.526748,0.526748,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,20,20,0,,0.549734,0.549734,,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,2,2,0,,0.745903,0.745903,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,7,2,5,0.8,0.446261,0.554341,0.403028,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,3,2,1,0,0.309985,0.0264564,0.877042,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,14,0,14,,0.388676,,0.388676,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,114,5,109,0.343119,0.335931,0.178483,0.343153,5,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,13,1,12,0.833333,0.460347,0.815339,0.430765,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Escherichia coli,Norfloxacin,exact_background_signature,Ciprofloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,1,1,0,,0.0729246,0.0729246,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,0,630,99,531,0.500713,0.469784,0.470079,0.469729,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,1,58,26,32,0.46875,0.551247,0.541061,0.559524,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,2,103,49,54,0.42706,0.543175,0.521918,0.562463,4,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,3,42,11,31,0.16129,0.539258,0.40696,0.586203,3,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,4,29,13,16,0.211538,0.630145,0.536703,0.706066,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden,5,40,32,8,0.765625,0.616973,0.644731,0.505943,5,5,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden_bin,multi,214,105,109,0.438969,0.567986,0.549134,0.586146,4,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden_bin,none,630,99,531,0.500713,0.469784,0.470079,0.469729,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,background_resistance_burden_bin,single,58,26,32,0.46875,0.551247,0.541061,0.559524,4,1,interpretable,weak_or_reversed_in_stratum
