site,organism,drug,raw_auc,raw_auc_ci_low,raw_auc_ci_high,raw_aupr,matched_auc,matched_auc_ci_low,matched_auc_ci_high,matched_aupr,stratum_centered_auc,stratum_centered_auc_ci_low,stratum_centered_auc_ci_high,pairwise_accuracy,pairwise_comparisons,permutation_p,permutation_null_mean,permutation_null_std,matched_retention,adequacy_label,interpretation_category,n_total,n_r,n_matched,n_matched_r,n_valid_strata,min_pos_per_stratum,min_neg_per_stratum,match_year
Hospital-A,Escherichia coli,Amoxicillin-Clavulanic acid,0.519511,0.373224,0.653846,0.182675,0.576708,0.428019,0.733892,0.302969,0.405375,0.292279,0.516046,0.275449,334,0.99005,0.521058,0.0514501,0.753333,interpretable,weak_raw_signal,150,24,113,19,3,3,3,False
Hospital-A,Escherichia coli,Ceftriaxone,0.623414,0.527637,0.705375,0.289759,0.554873,0.411858,0.656296,0.20251,0.502457,0.388605,0.617901,0.545151,598,0.512438,0.503073,0.0451829,0.886667,interpretable,background_driven_collapse,150,33,133,22,3,3,3,False
Hospital-A,Escherichia coli,Ciprofloxacin,1,1,1,1,1,1,1,1,1,1,1,1,120,0.00497512,0.478417,0.119363,0.253333,caution_low_n_matched,caution_low_matched_support,150,40,38,30,2,3,3,False
Hospital-A,Escherichia coli,Norfloxacin,0.998928,0.9958,1,0.997354,1,1,1,1,0.99867,0.992832,1,1,376,0.00497512,0.48003,0.115743,0.68,interpretable,focal_signal_retained,150,44,102,8,2,3,3,False
Hospital-B,Escherichia coli,Amoxicillin-Clavulanic acid,0.565867,0.446154,0.673637,0.245554,0.341615,0.088,0.559809,0.705542,0.416149,0.184,0.625,0.402597,77,0.776119,0.499441,0.118517,0.2,caution_low_n_matched_and_low_pairwise,caution_low_matched_support,150,28,30,23,2,3,3,False
Hospital-B,Escherichia coli,Ceftriaxone,0.521171,0.409101,0.640515,0.261729,0.623377,0.316667,0.877551,0.12772,0.425685,0.237745,0.667327,0.377358,318,0.835821,0.51175,0.0965311,0.706667,interpretable,weak_raw_signal,150,34,106,7,2,3,3,False
Hospital-B,Escherichia coli,Ciprofloxacin,1,1,1,1,1,1,1,1,0.97547,0.952381,0.994382,1,510,0.00497512,0.580541,0.0474377,0.833333,interpretable,focal_signal_retained,150,37,125,32,3,3,3,False
Hospital-B,Escherichia coli,Norfloxacin,0.998384,0.995098,1,0.996739,0.998264,0.993299,1,0.995568,0.895544,0.825868,0.948495,0.999042,1044,0.00497512,0.562519,0.0427857,0.88,interpretable,focal_signal_retained,150,49,132,36,3,3,3,False
