isolate_id	inferred_year	run_accession	sample_accession	experiment_accession	study_accession	scientific_name	fastq_1	fastq_2	submitted_fastq_1	submitted_fastq_2	bam_ftp
700007-19	2019	ERR10176482	SAMEA111331126	ERX9712951	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10176482/ERR10176482_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10176482/ERR10176482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176482/700007-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176482/700007-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/082/ERR10176482.bam
700223-20	2020	ERR10176488	SAMEA111331132	ERX9712957	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/088/ERR10176488/ERR10176488_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/088/ERR10176488/ERR10176488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176488/700223-20_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176488/700223-20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/088/ERR10176488.bam
700488-20	2020	ERR10176497	SAMEA111331141	ERX9712966	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/097/ERR10176497/ERR10176497_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/097/ERR10176497/ERR10176497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176497/700488-20_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176497/700488-20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/097/ERR10176497.bam
700636-20	2020	ERR10176500	SAMEA111331144	ERX9712969	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR10176500/ERR10176500_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR10176500/ERR10176500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176500/700636-20_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176500/700636-20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/000/ERR10176500.bam
721536-18	2018	ERR10176502	SAMEA111331840	ERX9712971	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR10176502/ERR10176502_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR10176502/ERR10176502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176502/721536-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176502/721536-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/002/ERR10176502.bam
721547-18	2018	ERR10176503	SAMEA111331841	ERX9712972	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR10176503/ERR10176503_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR10176503/ERR10176503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176503/721547-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176503/721547-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/003/ERR10176503.bam
721600-18	2018	ERR10176509	SAMEA111331847	ERX9712978	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR10176509/ERR10176509_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR10176509/ERR10176509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176509/721600-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176509/721600-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR10176509.bam
721640-18	2018	ERR10176511	SAMEA111331849	ERX9712980	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/011/ERR10176511/ERR10176511_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/011/ERR10176511/ERR10176511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176511/721640-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176511/721640-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/011/ERR10176511.bam
721656-18	2018	ERR10176515	SAMEA111331853	ERX9712984	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/015/ERR10176515/ERR10176515_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/015/ERR10176515/ERR10176515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176515/721656-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176515/721656-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/015/ERR10176515.bam
721673-18-wh2	2018	ERR10176519	SAMEA111331857	ERX9712988	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/019/ERR10176519/ERR10176519_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/019/ERR10176519/ERR10176519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176519/721673-18-wh2_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176519/721673-18-wh2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/019/ERR10176519.bam
721705-18	2018	ERR10176522	SAMEA111331860	ERX9712991	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/022/ERR10176522/ERR10176522_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/022/ERR10176522/ERR10176522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176522/721705-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176522/721705-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/022/ERR10176522.bam
721757-18	2018	ERR10176526	SAMEA111331864	ERX9712995	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/026/ERR10176526/ERR10176526_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/026/ERR10176526/ERR10176526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176526/721757-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176526/721757-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/026/ERR10176526.bam
721759-18	2018	ERR10176527	SAMEA111331865	ERX9712996	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/027/ERR10176527/ERR10176527_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/027/ERR10176527/ERR10176527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176527/721759-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176527/721759-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/027/ERR10176527.bam
721786-18	2018	ERR10176529	SAMEA111331867	ERX9712998	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/029/ERR10176529/ERR10176529_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/029/ERR10176529/ERR10176529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176529/721786-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176529/721786-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/029/ERR10176529.bam
721872-19	2019	ERR10176539	SAMEA111331877	ERX9713008	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/039/ERR10176539/ERR10176539_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/039/ERR10176539/ERR10176539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176539/721872-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176539/721872-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/039/ERR10176539.bam
721894-18	2018	ERR10176542	SAMEA111331880	ERX9713011	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/042/ERR10176542/ERR10176542_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/042/ERR10176542/ERR10176542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176542/721894-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176542/721894-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/042/ERR10176542.bam
721901-18	2018	ERR10176544	SAMEA111331882	ERX9713013	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10176544/ERR10176544_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10176544/ERR10176544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176544/721901-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176544/721901-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/044/ERR10176544.bam
721912-18-wh	2018	ERR10176546	SAMEA111331884	ERX9713015	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10176546/ERR10176546_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10176546/ERR10176546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176546/721912-18-wh_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176546/721912-18-wh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/046/ERR10176546.bam
721913-18-wh	2018	ERR10176547	SAMEA111331885	ERX9713016	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/047/ERR10176547/ERR10176547_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/047/ERR10176547/ERR10176547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176547/721913-18-wh_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176547/721913-18-wh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/047/ERR10176547.bam
721916-18	2018	ERR10176549	SAMEA111331887	ERX9713018	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/049/ERR10176549/ERR10176549_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/049/ERR10176549/ERR10176549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176549/721916-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176549/721916-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/049/ERR10176549.bam
721930-19	2019	ERR10176552	SAMEA111331890	ERX9713021	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/052/ERR10176552/ERR10176552_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/052/ERR10176552/ERR10176552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176552/721930-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176552/721930-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/052/ERR10176552.bam
721932-19	2019	ERR10176553	SAMEA111331891	ERX9713022	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/053/ERR10176553/ERR10176553_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/053/ERR10176553/ERR10176553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176553/721932-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176553/721932-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/053/ERR10176553.bam
721943-18	2018	ERR10176554	SAMEA111331892	ERX9713023	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/054/ERR10176554/ERR10176554_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/054/ERR10176554/ERR10176554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176554/721943-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176554/721943-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/054/ERR10176554.bam
721961-18	2018	ERR10176559	SAMEA111331897	ERX9713028	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10176559/ERR10176559_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10176559/ERR10176559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176559/721961-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176559/721961-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/059/ERR10176559.bam
721995-18	2018	ERR10176564	SAMEA111331902	ERX9713033	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10176564/ERR10176564_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10176564/ERR10176564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176564/721995-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176564/721995-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/064/ERR10176564.bam
722053-18	2018	ERR10176570	SAMEA111331908	ERX9713039	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/070/ERR10176570/ERR10176570_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/070/ERR10176570/ERR10176570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176570/722053-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176570/722053-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/070/ERR10176570.bam
722072-18	2018	ERR10176572	SAMEA111331910	ERX9713041	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10176572/ERR10176572_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10176572/ERR10176572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176572/722072-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176572/722072-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/072/ERR10176572.bam
722798-18	2018	ERR10176576	SAMEA111331914	ERX9713045	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10176576/ERR10176576_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10176576/ERR10176576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176576/722798-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176576/722798-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/076/ERR10176576.bam
100033-19	2019	ERR10176577	SAMEA111330839	ERX9713046	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/077/ERR10176577/ERR10176577_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/077/ERR10176577/ERR10176577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176577/100033-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176577/100033-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/077/ERR10176577.bam
100080-19	2019	ERR10176578	SAMEA111330840	ERX9713047	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10176578/ERR10176578_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10176578/ERR10176578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176578/100080-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176578/100080-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/078/ERR10176578.bam
100738-19	2019	ERR10176581	SAMEA111330843	ERX9713050	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/081/ERR10176581/ERR10176581_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/081/ERR10176581/ERR10176581_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176581/100738-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176581/100738-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/081/ERR10176581.bam
100914-20	2020	ERR10176583	SAMEA111330845	ERX9713052	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/083/ERR10176583/ERR10176583_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/083/ERR10176583/ERR10176583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176583/100914-20_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176583/100914-20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/083/ERR10176583.bam
100921-20	2020	ERR10176584	SAMEA111330846	ERX9713053	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/084/ERR10176584/ERR10176584_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/084/ERR10176584/ERR10176584_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176584/100921-20_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176584/100921-20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/084/ERR10176584.bam
102689-19	2019	ERR10176587	SAMEA111330849	ERX9713056	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10176587/ERR10176587_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10176587/ERR10176587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176587/102689-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176587/102689-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/087/ERR10176587.bam
103713-49		ERR10176592	SAMEA111330854	ERX9713061	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/092/ERR10176592/ERR10176592_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/092/ERR10176592/ERR10176592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176592/103713-49_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176592/103713-49_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/092/ERR10176592.bam
105252-19	2019	ERR10176601	SAMEA111330863	ERX9713070	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR10176601/ERR10176601_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR10176601/ERR10176601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176601/105252-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176601/105252-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/001/ERR10176601.bam
107006-20	2020	ERR10176607	SAMEA111330869	ERX9713076	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR10176607/ERR10176607_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR10176607/ERR10176607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176607/107006-20_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176607/107006-20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR10176607.bam
107068-19	2019	ERR10176608	SAMEA111330870	ERX9713077	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR10176608/ERR10176608_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR10176608/ERR10176608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176608/107068-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176608/107068-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/008/ERR10176608.bam
108494-19	2019	ERR10176614	SAMEA111330876	ERX9713083	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/014/ERR10176614/ERR10176614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/014/ERR10176614/ERR10176614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176614/108494-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176614/108494-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/014/ERR10176614.bam
109171-19	2019	ERR10176618	SAMEA111330880	ERX9713087	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/018/ERR10176618/ERR10176618_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/018/ERR10176618/ERR10176618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176618/109171-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176618/109171-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/018/ERR10176618.bam
109532-19	2019	ERR10176620	SAMEA111330882	ERX9713089	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/020/ERR10176620/ERR10176620_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/020/ERR10176620/ERR10176620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176620/109532-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176620/109532-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/020/ERR10176620.bam
109841-19	2019	ERR10176624	SAMEA111330886	ERX9713093	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/024/ERR10176624/ERR10176624_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/024/ERR10176624/ERR10176624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176624/109841-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176624/109841-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/024/ERR10176624.bam
113269-19	2019	ERR10176631	SAMEA111330893	ERX9713100	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/031/ERR10176631/ERR10176631_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/031/ERR10176631/ERR10176631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176631/113269-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176631/113269-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/031/ERR10176631.bam
113856-19	2019	ERR10176632	SAMEA111330894	ERX9713101	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/032/ERR10176632/ERR10176632_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/032/ERR10176632/ERR10176632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176632/113856-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176632/113856-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/032/ERR10176632.bam
113912-19	2019	ERR10176633	SAMEA111330895	ERX9713102	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/033/ERR10176633/ERR10176633_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/033/ERR10176633/ERR10176633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176633/113912-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176633/113912-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/033/ERR10176633.bam
114031-19	2019	ERR10176635	SAMEA111330897	ERX9713104	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/035/ERR10176635/ERR10176635_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/035/ERR10176635/ERR10176635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176635/114031-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176635/114031-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/035/ERR10176635.bam
