isolate_id	inferred_year	run_accession	sample_accession	experiment_accession	study_accession	scientific_name	fastq_1	fastq_2	submitted_fastq_1	submitted_fastq_2	bam_ftp
712431-19	2019	ERR10177107	SAMEA111331379	ERX9713576	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR10177107/ERR10177107_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR10177107/ERR10177107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177107/712431-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177107/712431-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR10177107.bam
712663-19	2019	ERR10177109	SAMEA111331381	ERX9713578	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR10177109/ERR10177109_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR10177109/ERR10177109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177109/712663-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177109/712663-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR10177109.bam
712695-19	2019	ERR10177111	SAMEA111331383	ERX9713580	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/011/ERR10177111/ERR10177111_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/011/ERR10177111/ERR10177111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177111/712695-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177111/712695-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/011/ERR10177111.bam
712720-19-3	2019	ERR10177116	SAMEA111331388	ERX9713585	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/016/ERR10177116/ERR10177116_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/016/ERR10177116/ERR10177116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177116/712720-19-3_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177116/712720-19-3_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/016/ERR10177116.bam
712720-19-5	2019	ERR10177119	SAMEA111331391	ERX9713588	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/019/ERR10177119/ERR10177119_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/019/ERR10177119/ERR10177119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177119/712720-19-5_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177119/712720-19-5_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/019/ERR10177119.bam
712814-18-wh	2018	ERR10177122	SAMEA111331394	ERX9713591	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/022/ERR10177122/ERR10177122_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/022/ERR10177122/ERR10177122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177122/712814-18-wh_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177122/712814-18-wh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/022/ERR10177122.bam
712972-19	2019	ERR10177124	SAMEA111331396	ERX9713593	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/024/ERR10177124/ERR10177124_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/024/ERR10177124/ERR10177124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177124/712972-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177124/712972-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/024/ERR10177124.bam
713054-19	2019	ERR10177126	SAMEA111331398	ERX9713595	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/026/ERR10177126/ERR10177126_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/026/ERR10177126/ERR10177126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177126/713054-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177126/713054-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/026/ERR10177126.bam
713222-19-10	2019	ERR10177130	SAMEA111331402	ERX9713599	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/030/ERR10177130/ERR10177130_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/030/ERR10177130/ERR10177130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177130/713222-19-10_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177130/713222-19-10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/030/ERR10177130.bam
713222-19-3	2019	ERR10177132	SAMEA111331404	ERX9713601	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/032/ERR10177132/ERR10177132_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/032/ERR10177132/ERR10177132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177132/713222-19-3_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177132/713222-19-3_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/032/ERR10177132.bam
713222-19-4	2019	ERR10177133	SAMEA111331405	ERX9713602	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/033/ERR10177133/ERR10177133_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/033/ERR10177133/ERR10177133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177133/713222-19-4_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177133/713222-19-4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/033/ERR10177133.bam
713222-19-6	2019	ERR10177135	SAMEA111331407	ERX9713604	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/035/ERR10177135/ERR10177135_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/035/ERR10177135/ERR10177135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177135/713222-19-6_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177135/713222-19-6_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/035/ERR10177135.bam
713222-19-7	2019	ERR10177136	SAMEA111331408	ERX9713605	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/036/ERR10177136/ERR10177136_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/036/ERR10177136/ERR10177136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177136/713222-19-7_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177136/713222-19-7_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/036/ERR10177136.bam
713222-19-8	2019	ERR10177137	SAMEA111331409	ERX9713606	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/037/ERR10177137/ERR10177137_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/037/ERR10177137/ERR10177137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177137/713222-19-8_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177137/713222-19-8_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/037/ERR10177137.bam
713283-19	2019	ERR10177141	SAMEA111331413	ERX9713610	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/041/ERR10177141/ERR10177141_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/041/ERR10177141/ERR10177141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177141/713283-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177141/713283-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/041/ERR10177141.bam
713286-19	2019	ERR10177142	SAMEA111331414	ERX9713611	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/042/ERR10177142/ERR10177142_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/042/ERR10177142/ERR10177142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177142/713286-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177142/713286-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/042/ERR10177142.bam
713302-18-wh	2018	ERR10177144	SAMEA111331416	ERX9713613	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10177144/ERR10177144_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10177144/ERR10177144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177144/713302-18-wh_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177144/713302-18-wh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/044/ERR10177144.bam
713352-19	2019	ERR10177146	SAMEA111331418	ERX9713615	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10177146/ERR10177146_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10177146/ERR10177146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177146/713352-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177146/713352-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/046/ERR10177146.bam
713547-19	2019	ERR10177153	SAMEA111331425	ERX9713622	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/053/ERR10177153/ERR10177153_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/053/ERR10177153/ERR10177153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177153/713547-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177153/713547-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/053/ERR10177153.bam
713863-19	2019	ERR10177157	SAMEA111331429	ERX9713626	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/057/ERR10177157/ERR10177157_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/057/ERR10177157/ERR10177157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177157/713863-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177157/713863-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/057/ERR10177157.bam
713891-19	2019	ERR10177159	SAMEA111331431	ERX9713628	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10177159/ERR10177159_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10177159/ERR10177159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177159/713891-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177159/713891-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/059/ERR10177159.bam
713898-19	2019	ERR10177160	SAMEA111331432	ERX9713629	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/060/ERR10177160/ERR10177160_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/060/ERR10177160/ERR10177160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177160/713898-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177160/713898-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/060/ERR10177160.bam
713916-19	2019	ERR10177163	SAMEA111331435	ERX9713632	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10177163/ERR10177163_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10177163/ERR10177163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177163/713916-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177163/713916-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/063/ERR10177163.bam
713941-19	2019	ERR10177164	SAMEA111331436	ERX9713633	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10177164/ERR10177164_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10177164/ERR10177164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177164/713941-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177164/713941-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/064/ERR10177164.bam
713988-19	2019	ERR10177169	SAMEA111331441	ERX9713638	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/069/ERR10177169/ERR10177169_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/069/ERR10177169/ERR10177169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177169/713988-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177169/713988-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/069/ERR10177169.bam
713999-18	2018	ERR10177171	SAMEA111331443	ERX9713640	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/071/ERR10177171/ERR10177171_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/071/ERR10177171/ERR10177171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177171/713999-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177171/713999-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/071/ERR10177171.bam
714011-19	2019	ERR10177172	SAMEA111331444	ERX9713641	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10177172/ERR10177172_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10177172/ERR10177172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177172/714011-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177172/714011-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/072/ERR10177172.bam
714052-19	2019	ERR10177174	SAMEA111331446	ERX9713643	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/074/ERR10177174/ERR10177174_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/074/ERR10177174/ERR10177174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177174/714052-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177174/714052-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/074/ERR10177174.bam
714130-19	2019	ERR10177176	SAMEA111331448	ERX9713645	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10177176/ERR10177176_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10177176/ERR10177176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177176/714130-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177176/714130-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/076/ERR10177176.bam
714148-19	2019	ERR10177182	SAMEA111331454	ERX9713651	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10177182/ERR10177182_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10177182/ERR10177182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177182/714148-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177182/714148-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/082/ERR10177182.bam
714244-18	2018	ERR10177184	SAMEA111331456	ERX9713653	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/084/ERR10177184/ERR10177184_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/084/ERR10177184/ERR10177184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177184/714244-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177184/714244-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/084/ERR10177184.bam
714297-B-18	2018	ERR10177186	SAMEA111331458	ERX9713655	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/086/ERR10177186/ERR10177186_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/086/ERR10177186/ERR10177186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177186/714297-B-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177186/714297-B-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/086/ERR10177186.bam
714384-19	2019	ERR10177187	SAMEA111331459	ERX9713656	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10177187/ERR10177187_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10177187/ERR10177187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177187/714384-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177187/714384-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/087/ERR10177187.bam
714478-19	2019	ERR10177191	SAMEA111331463	ERX9713660	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/091/ERR10177191/ERR10177191_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/091/ERR10177191/ERR10177191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177191/714478-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177191/714478-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/091/ERR10177191.bam
714524-19	2019	ERR10177192	SAMEA111331464	ERX9713661	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/092/ERR10177192/ERR10177192_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/092/ERR10177192/ERR10177192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177192/714524-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177192/714524-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/092/ERR10177192.bam
714544-19	2019	ERR10177194	SAMEA111331466	ERX9713663	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/094/ERR10177194/ERR10177194_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/094/ERR10177194/ERR10177194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177194/714544-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177194/714544-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/094/ERR10177194.bam
714603-19	2019	ERR10177200	SAMEA111331472	ERX9713669	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR10177200/ERR10177200_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR10177200/ERR10177200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177200/714603-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177200/714603-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/000/ERR10177200.bam
714691-B-18	2018	ERR10177205	SAMEA111331477	ERX9713674	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR10177205/ERR10177205_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR10177205/ERR10177205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177205/714691-B-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177205/714691-B-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/005/ERR10177205.bam
714768-19	2019	ERR10177206	SAMEA111331478	ERX9713675	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR10177206/ERR10177206_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR10177206/ERR10177206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177206/714768-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177206/714768-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/006/ERR10177206.bam
714785-19	2019	ERR10177207	SAMEA111331479	ERX9713676	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR10177207/ERR10177207_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR10177207/ERR10177207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177207/714785-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177207/714785-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR10177207.bam
714911-19	2019	ERR10177213	SAMEA111331485	ERX9713682	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/013/ERR10177213/ERR10177213_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/013/ERR10177213/ERR10177213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177213/714911-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177213/714911-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/013/ERR10177213.bam
714954-19	2019	ERR10177214	SAMEA111331486	ERX9713683	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/014/ERR10177214/ERR10177214_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/014/ERR10177214/ERR10177214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177214/714954-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177214/714954-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/014/ERR10177214.bam
714955-19	2019	ERR10177215	SAMEA111331487	ERX9713684	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/015/ERR10177215/ERR10177215_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/015/ERR10177215/ERR10177215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177215/714955-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177215/714955-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/015/ERR10177215.bam
715070-19	2019	ERR10177219	SAMEA111331491	ERX9713688	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/019/ERR10177219/ERR10177219_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/019/ERR10177219/ERR10177219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177219/715070-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177219/715070-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/019/ERR10177219.bam
715211-19	2019	ERR10177225	SAMEA111331497	ERX9713694	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/025/ERR10177225/ERR10177225_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/025/ERR10177225/ERR10177225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177225/715211-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177225/715211-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/025/ERR10177225.bam
715217-18	2018	ERR10177227	SAMEA111331499	ERX9713696	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/027/ERR10177227/ERR10177227_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/027/ERR10177227/ERR10177227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177227/715217-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10177227/715217-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/027/ERR10177227.bam
